shipment_id,ship_date,delivery_date,weight_kg,shipping_cost,distance_km,carrier,service_level,is_insured,requires_signature,status,destination_region,special_instructions
Advanced Product #5555,03/01/2026,,513.84,26.08,724.80,Local Courier,Economy,yes,true,delivered,Southeast,Fragile 104
Standard Record #5556,20251011,06/30/2025,563.95,301.31,4263.12,Correios,Express,False,0,delayed,Northeast,Leave at Door 860
Advanced Resource #5557,2025-08-12,22/02/2025,60.42,417.86,"4,221.84",Correios,Express,N,true,lost,Northeast,
Enterprise Resource #5558,05/04/2025,20251016,658.15,31.49,"4,488.74",Own Fleet,Express,F,N,returned,International,Keep Refrigerated 99
Professional Document #5559,07/09/2025,20260224,45.18,497.96,317.39,Correios,Economy,sim,T,delayed,Southeast,Fragile 533
Custom Product #5560,2025-09-03,2026-02-25,473.01,425.18,3040.89,Fedex,Standard,T,True,lost,Southeast,Leave at Door 983
Custom Service #5561,20250802,2025/08/03,867.76,158.22,2320.96,Fedex,Same-Day,sim,False,lost,North,
Basic Asset #5562,03/31/2025,05/26/2025,668.48,420.01,1084.63,Own Fleet,Same-Day,não,Y,in_transit,South,Fragile 964
Advanced Entry #5563,20250202,2025-09-14,699.18,99.94,4149.04,Fedex,Express,não,no,in_transit,South,Leave at Door 103
Standard Record #5564,20250502,,637.44,74.80,"1,601.50",Local Courier,Economy,N,sim,returned,Northeast,Keep Refrigerated 219
Standard Asset #5565,20250510,12/19/2025,608.22,473.93,"4,915.22",DHL,Standard,N,T,returned,Midwest,
Basic Asset #5566,01/26/2025,,992.33,276.98,546.74,Correios,Express,F,1,delivered,North,
Enterprise Record #5567,22/07/2025,2025-02-26,825.01,109.53,1827.84,Local Courier,Standard,YES,0,delayed,South,
Advanced Document #5568,02/14/2025,2026-01-23,112.38,435.09,"1,969.20",Local Courier,Same-Day,false,T,in_transit,South,
Premium Asset #5569,2025/06/11,06/05/2025,870.79,13.94,4276.74,Fedex,Economy,false,não,delivered,North,
Enterprise Asset #5570,12/25/2025,2025-08-29,951.45,360.69,771.44,Own Fleet,Economy,YES,False,delayed,South,Keep Refrigerated 797
Premium Record #5571,2026-01-17,17/07/2025,779.22,47.71,2905.11,DHL,Standard,Y,yes,returned,International,Handle with Care 685
Premium Resource #5572,12/12/2025,04/06/2025,229.70,336.36,1913.14,Fedex,Express,N,sim,delivered,Midwest,
Advanced Record #5573,20250514,20250421,920.34,98.96,1699.66,Own Fleet,Economy,true,False,delayed,North,
Basic Product #5574,05/21/2025,10/04/2025,187.20,269.80,"1,139.27",Local Courier,Standard,sim,true,in_transit,Northeast,
Professional Item #5575,20250307,2026/01/11,178.87,309.20,87.13,Correios,Express,N,False,in_transit,South,
Custom Resource #5576,04/30/2025,31/01/2026,396.93,193.71,2967.24,Fedex,Express,0,1,returned,Northeast,Leave at Door 488
Standard Product #5577,20250909,20251228,88.63,370.38,4724.46,Local Courier,Same-Day,sim,YES,delivered,Southeast,Leave at Door 495
Advanced Record #5578,2025/05/25,11/10/2025,223.77,80.79,3056.72,Correios,Same-Day,False,False,lost,Southeast,
Professional Item #5579,2025-02-11,2025-12-09,20.36,487.15,,Fedex,Economy,true,N,lost,South,
Professional Service #5580,20250615,,221.35,280.66,"4,558.83",DHL,Economy,sim,T,lost,North,
Advanced Resource #5581,2025/05/15,2026-01-17,58.86,376.97,4971.70,Fedex,Standard,yes,sim,delayed,International,Keep Refrigerated 855
Advanced Asset #5582,08/03/2025,08/10/2025,512.40,153.67,,Own Fleet,Express,YES,F,lost,Midwest,Fragile 119
Basic Record #5583,08/11/2025,2025/10/20,247.27,386.51,"3,829.27",Local Courier,Express,yes,False,delayed,South,Keep Refrigerated 806
Premium Asset #5584,20250415,29/01/2026,528.51,176.75,3668.31,Fedex,Express,NO,F,returned,North,
Basic Asset #5585,2025/03/27,2025/03/21,267.77,268.06,4910.90,Correios,Economy,Y,NO,in_transit,Southeast,
Advanced Asset #5586,20250106,,150.88,425.55,,Correios,Same-Day,False,NO,delivered,Northeast,
Basic Record #5587,05/30/2025,2026/02/14,,329.27,"1,710.48",Fedex,Express,false,T,delayed,International,
Enterprise Record #5588,2026/02/02,2026/01/27,824.73,275.51,2839.91,Own Fleet,Express,YES,1,lost,Northeast,Handle with Care 16
Professional Document #5589,2025/03/28,2026-01-23,610.88,134.61,383.67,DHL,Express,no,sim,returned,Midwest,Fragile 321
Custom Record #5590,12/17/2025,2026/02/26,499.40,188.63,615.62,DHL,Standard,false,yes,delayed,Northeast,
Custom Asset #5591,20260211,11/20/2025,302.12,495.44,889.13,Local Courier,Economy,False,no,delivered,International,
Professional Item #5592,2025-09-08,2025/08/26,225.75,492.33,75.84,Fedex,Standard,yes,F,delayed,North,
Custom Document #5593,12/03/2025,12/02/2026,752.84,236.12,2617.02,Local Courier,Express,N,no,delayed,Northeast,
Advanced Document #5594,01/09/2025,2025-02-01,690.93,90.56,1375.13,Fedex,Same-Day,1,não,returned,International,
Basic Entry #5595,20250828,2025-04-25,174.92,144.11,4227.55,DHL,Express,sim,0,in_transit,,Leave at Door 12
Professional Record #5596,20251012,2025-06-11,725.55,337.11,"3,345.47",Correios,Express,não,F,lost,South,
Enterprise Entry #5597,08/20/2025,10/05/2025,816.98,481.89,1744.76,Own Fleet,Economy,False,False,delivered,Northeast,Leave at Door 972
Professional Product #5598,30/04/2025,,814.97,366.84,1039.09,Correios,Express,T,NO,delayed,International,
Basic Entry #5599,20250515,,1.39,479.84,4087.08,Local Courier,Same-Day,Y,yes,delayed,International,
Standard Service #5600,30/08/2025,20250706,846.19,46.89,4274.69,Correios,Economy,não,false,delayed,Northeast,
Premium Asset #5601,09/07/2025,07/02/2025,248.02,245.85,739.54,Correios,Express,no,False,in_transit,North,Keep Refrigerated 762
Enterprise Item #5602,20251102,2025/10/19,574.23,423.45,1975.49,Local Courier,Express,N,não,delayed,Midwest,
Basic Resource #5603,2025-07-25,03/22/2025,583.27,117.41,,Local Courier,Same-Day,T,False,delayed,North,
Custom Asset #5604,21/01/2025,03/29/2025,662.93,471.79,"1,834.59",Fedex,Standard,N,YES,lost,North,Handle with Care 120
Professional Document #5605,01/22/2026,20251204,126.26,35.68,3110.74,Local Courier,Standard,N,False,lost,Midwest,
Custom Entry #5606,2025/06/04,2025/04/28,606.95,433.95,849.23,Fedex,Economy,true,0,delayed,Northeast,Keep Refrigerated 116
Enterprise Asset #5607,18/01/2026,,879.05,91.04,"4,704.45",Local Courier,Same-Day,False,NO,returned,Southeast,Keep Refrigerated 687
Premium Resource #5608,20260115,06/01/2026,54.88,256.63,"2,016.39",Fedex,Economy,sim,não,delayed,Northeast,
Basic Resource #5609,01/01/2025,20250912,599.25,418.18,846.35,DHL,Economy,NO,true,in_transit,Southeast,
Basic Product #5610,2026-02-08,21/06/2025,682.05,269.08,2998.71,Local Courier,Standard,T,true,delayed,North,
Advanced Asset #5611,20250108,20250709,764.96,132.29,"4,508.93",Correios,Standard,yes,false,delivered,Southeast,
Professional Item #5612,07/11/2025,,695.22,421.11,4212.82,DHL,Express,YES,N,delayed,South,Handle with Care 250
Basic Item #5613,2025/07/15,2026-02-15,843.68,499.93,1573.76,Own Fleet,Express,False,F,delayed,South,
Advanced Asset #5614,2025/09/09,20250609,537.10,380.33,3876.18,Own Fleet,Economy,true,False,delayed,South,Fragile 878
Premium Service #5615,17/10/2025,2025/10/08,798.76,94.43,2153.89,Correios,Express,N,true,in_transit,International,Fragile 29
Premium Record #5616,2025/09/24,2025-11-13,650.18,198.68,1631.79,Correios,Standard,no,não,lost,International,Leave at Door 748
Enterprise Resource #5617,2025/08/06,10/12/2025,710.22,111.32,"3,375.08",Local Courier,Same-Day,Y,F,in_transit,Southeast,Leave at Door 401
Premium Product #5618,22/08/2025,03/07/2025,828.75,340.11,1510.50,Own Fleet,Economy,0,true,delayed,International,
Enterprise Product #5619,2025-10-04,,292.96,317.17,3901.80,Fedex,Same-Day,true,no,returned,Southeast,
Basic Product #5620,04/05/2025,2025/05/01,572.44,56.25,616.50,Correios,Economy,T,Y,in_transit,North,
Custom Entry #5621,09/30/2025,2025-07-12,845.83,167.85,4192.27,Correios,Same-Day,1,T,delayed,Northeast,
Premium Product #5622,20251113,2025-03-05,163.06,96.90,2274.59,Correios,Standard,N,yes,returned,Midwest,
Custom Product #5623,2025/10/27,,311.57,153.96,3643.99,Fedex,Express,não,não,delayed,Midwest,
Basic Product #5624,15/06/2025,,184.38,99.18,2707.22,Own Fleet,Economy,sim,true,delayed,Southeast,Leave at Door 203
Enterprise Entry #5625,08/13/2025,2026-01-16,358.61,121.79,2153.49,Own Fleet,Standard,yes,true,returned,Southeast,Leave at Door 381
Standard Entry #5626,07/03/2025,,693.18,340.22,1901.69,Own Fleet,Express,não,não,delivered,Northeast,Keep Refrigerated 869
Premium Asset #5627,05/03/2025,20250213,290.29,144.86,3509.61,Correios,Economy,false,False,lost,International,
Advanced Resource #5628,2025-03-16,20251018,974.48,343.89,753.89,Own Fleet,Standard,1,True,in_transit,Northeast,Handle with Care 942
Professional Service #5629,07/24/2025,04/05/2025,437.02,283.37,3479.02,Own Fleet,Economy,False,sim,in_transit,South,
Professional Service #5630,04/12/2025,01/15/2025,276.68,224.76,"2,732.90",Local Courier,Express,false,T,in_transit,Southeast,Fragile 230
Advanced Product #5631,2025-11-04,11/15/2025,578.02,230.95,3759.50,Fedex,Express,T,não,in_transit,International,Handle with Care 797
Enterprise Entry #5632,27/08/2025,,599.36,173.08,3679.10,Correios,Same-Day,F,NO,returned,North,
Premium Product #5633,03/09/2025,12/25/2025,643.18,316.27,3396.47,Fedex,Same-Day,false,T,in_transit,Northeast,Keep Refrigerated 60
Basic Item #5634,11/05/2025,,569.74,428.67,3527.26,Correios,Economy,false,sim,lost,North,Keep Refrigerated 420
Custom Asset #5635,2025/12/07,24/01/2025,849.62,366.82,"4,241.47",Fedex,Same-Day,1,1,in_transit,Midwest,Leave at Door 741
Custom Product #5636,2025-05-13,30/07/2025,190.76,256.12,"1,824.93",Fedex,Same-Day,1,1,returned,International,
Professional Product #5637,20250808,,803.15,72.20,1773.00,Own Fleet,Standard,sim,False,lost,International,
Custom Record #5638,2025-02-12,02/24/2026,829.34,41.94,,Local Courier,Economy,False,Y,lost,North,
Professional Product #5639,2026/02/07,01/08/2025,213.89,318.06,1332.69,Own Fleet,Express,True,sim,delivered,North,
Advanced Product #5640,10/04/2025,03/05/2025,52.13,290.49,"2,440.80",Local Courier,Standard,1,F,in_transit,North,Fragile 97
Custom Asset #5641,20250628,2025-11-11,757.68,234.25,520.97,Own Fleet,Economy,não,não,returned,Midwest,Fragile 101
Premium Document #5642,2025-10-29,20250912,705.50,336.78,198.57,Local Courier,Express,F,sim,delayed,Northeast,Handle with Care 23
Premium Entry #5643,23/07/2025,04/03/2025,730.43,405.66,2699.24,Own Fleet,Standard,não,1,delayed,Northeast,
Advanced Product #5644,03/02/2026,2025-07-07,407.57,335.54,859.51,Local Courier,Express,F,1,delivered,South,
Enterprise Asset #5645,20251230,2025/09/06,203.87,336.56,1467.57,Local Courier,Economy,no,no,lost,South,
Advanced Record #5646,20250501,,550.19,10.09,1218.63,Local Courier,Standard,True,no,returned,North,
Professional Item #5647,2025-04-15,04/14/2025,395.65,489.03,4487.62,Own Fleet,Same-Day,true,0,lost,South,
Basic Product #5648,2025-11-16,2025/07/23,382.77,58.58,"2,005.87",Local Courier,Same-Day,Y,0,delayed,International,Fragile 920
Advanced Item #5649,2025-02-22,2026-02-07,504.52,483.40,1347.58,DHL,Standard,Y,1,delivered,Northeast,
Basic Document #5650,07/07/2025,,450.02,166.53,1631.44,DHL,Same-Day,YES,yes,delivered,Northeast,Leave at Door 75
Professional Product #5651,11/23/2025,,218.30,152.85,4860.46,Correios,Express,0,True,delayed,Southeast,
Custom Service #5652,2025/09/27,2025/03/30,388.67,301.62,3066.11,Correios,Same-Day,true,false,lost,Midwest,
Standard Document #5653,2025-07-28,20250308,525.80,72.26,"2,609.74",DHL,Economy,F,yes,in_transit,International,Keep Refrigerated 462
Premium Service #5654,2025-11-13,20/01/2026,233.87,82.29,782.21,DHL,Same-Day,N,N,returned,South,
Standard Product #5655,2025-10-28,20250311,618.40,276.54,2888.84,Own Fleet,Express,T,true,in_transit,,Handle with Care 328
Professional Product #5656,20251222,10/02/2025,922.82,109.23,533.83,Own Fleet,Standard,true,yes,delivered,Northeast,Leave at Door 242
Standard Entry #5657,08/02/2025,03/07/2025,548.82,52.27,4025.04,Fedex,Economy,T,0,in_transit,,
Enterprise Service #5658,20250718,24/11/2025,294.01,279.84,3141.39,DHL,Economy,1,N,lost,North,
Professional Service #5659,02/03/2025,,739.86,425.25,"4,757.94",Fedex,Standard,não,0,in_transit,Midwest,
Basic Product #5660,2025-05-06,,344.55,79.10,"4,050.35",DHL,Standard,NO,1,delivered,Southeast,
Enterprise Resource #5661,05/06/2025,20260222,231.07,452.77,490.24,Correios,Same-Day,no,True,delivered,Northeast,
Basic Document #5662,20251005,2025/04/20,678.33,384.51,1710.22,Own Fleet,Standard,true,Y,returned,Southeast,Keep Refrigerated 625
Enterprise Record #5663,30/07/2025,03/09/2025,266.62,435.08,3405.78,Fedex,Economy,True,F,lost,South,
Basic Product #5664,2025-09-21,2025/04/03,187.78,19.94,"3,515.98",DHL,Standard,1,T,lost,Midwest,
Standard Product #5665,2025/01/24,,279.72,330.74,,Own Fleet,Economy,1,true,lost,Southeast,
Professional Product #5666,20250709,2025/03/26,369.06,294.01,927.88,DHL,Economy,sim,F,in_transit,Southeast,Keep Refrigerated 873
Enterprise Record #5667,2025/04/04,2025-04-04,998.27,60.59,3324.20,Own Fleet,Economy,F,YES,delivered,North,Keep Refrigerated 716
Custom Record #5668,20250707,,533.64,427.66,1757.09,Correios,Same-Day,False,0,in_transit,South,Handle with Care 860
Enterprise Record #5669,07/05/2025,2025-07-08,883.56,411.34,4174.57,DHL,Express,false,T,lost,International,Keep Refrigerated 217
Advanced Entry #5670,2025/02/24,20251229,407.92,268.66,1209.00,Local Courier,Same-Day,yes,yes,delayed,Northeast,
Professional Entry #5671,2025-08-29,2025/06/26,14.95,474.71,4191.77,Correios,Same-Day,T,1,delayed,Midwest,Leave at Door 728
Professional Entry #5672,2025/04/20,20251216,302.42,255.14,4020.42,Local Courier,Express,yes,YES,in_transit,Midwest,
Basic Resource #5673,2025/12/09,15/01/2026,978.63,474.50,,Fedex,Same-Day,yes,true,returned,Midwest,Handle with Care 806
Professional Record #5674,20251116,20250602,810.29,411.82,"4,852.12",Own Fleet,Same-Day,F,N,delivered,Midwest,Fragile 231
Premium Entry #5675,2025-10-22,2025/05/23,662.77,436.59,"3,736.47",DHL,Express,False,YES,lost,Southeast,
Custom Document #5676,10/07/2025,2025/11/26,929.45,386.29,,DHL,Express,não,Y,in_transit,Southeast,Keep Refrigerated 829
Standard Document #5677,2025-01-24,2025/04/21,371.66,243.10,1721.09,Fedex,Express,yes,false,returned,South,Leave at Door 910
Premium Product #5678,2026/01/07,20250825,648.38,470.00,3427.57,DHL,Express,YES,YES,in_transit,North,Fragile 745
Advanced Record #5679,2025/11/03,01/02/2026,67.69,193.59,"4,398.77",Correios,Same-Day,no,False,returned,South,
Premium Document #5680,27/10/2025,17/01/2025,,241.03,2078.51,Local Courier,Standard,sim,sim,returned,Southeast,
Basic Product #5681,07/14/2025,2026-01-07,624.75,412.13,"1,130.36",Local Courier,Economy,N,F,delivered,Northeast,
Professional Entry #5682,20250708,12/08/2025,240.63,341.35,4931.47,Correios,Economy,Y,Y,lost,International,
Custom Product #5683,11/30/2025,,990.11,270.20,,Fedex,Same-Day,F,N,delayed,International,
Advanced Document #5684,20250413,,529.67,50.77,"4,863.20",DHL,Express,YES,N,lost,Northeast,Handle with Care 563
Professional Service #5685,03/25/2025,,521.09,372.75,2792.83,Fedex,Standard,F,false,delivered,Midwest,Keep Refrigerated 739
Custom Entry #5686,2025-02-09,2025-12-16,966.98,245.46,1548.57,DHL,Same-Day,true,yes,delayed,Northeast,Keep Refrigerated 943
Professional Entry #5687,05/21/2025,12/22/2025,410.85,479.94,4623.32,Fedex,Express,true,false,delivered,Midwest,
Advanced Resource #5688,2025/01/04,21/01/2025,745.08,160.02,3970.39,Local Courier,Economy,YES,true,delayed,Midwest,Keep Refrigerated 241
Basic Product #5689,2025/06/12,,423.94,141.38,"4,880.97",Fedex,Same-Day,não,T,delayed,Midwest,
Enterprise Service #5690,10/18/2025,20250901,422.56,69.36,"4,098.93",Own Fleet,Same-Day,NO,Y,returned,South,Leave at Door 560
Basic Document #5691,09/10/2025,03/17/2025,537.90,155.50,4618.95,DHL,Same-Day,Y,yes,returned,Southeast,Handle with Care 651
Professional Service #5692,20250212,2025-08-06,856.31,352.35,,Local Courier,Express,não,F,in_transit,South,
Basic Entry #5693,06/30/2025,,807.35,459.40,274.00,Correios,Standard,Y,False,lost,Midwest,
Basic Product #5694,09/10/2025,20250807,409.53,362.49,1126.34,Own Fleet,Standard,true,no,delivered,International,
Custom Item #5695,20260204,,668.23,110.19,1171.12,Fedex,Economy,false,0,returned,South,Leave at Door 140
Premium Service #5696,2025/08/03,2025/01/18,975.55,384.14,2269.02,Fedex,Same-Day,não,F,returned,Northeast,Leave at Door 629
Standard Entry #5697,27/05/2025,01/05/2026,689.08,197.77,4652.77,Correios,Economy,yes,0,lost,,
Premium Document #5698,28/01/2025,12/10/2025,121.16,400.58,3658.82,Fedex,Same-Day,não,T,lost,Northeast,Keep Refrigerated 597
Basic Record #5699,2026/02/13,19/07/2025,748.01,299.96,"3,543.15",Own Fleet,Economy,T,F,delivered,International,Leave at Door 366
Professional Item #5700,20250301,20250909,971.91,120.56,4857.80,DHL,Economy,True,yes,in_transit,Southeast,Fragile 468
Basic Resource #5701,30/05/2025,20260114,109.29,127.95,894.46,Own Fleet,Economy,NO,YES,lost,Northeast,
Basic Asset #5702,08/13/2025,2025-02-10,22.81,295.50,1691.11,Fedex,Economy,false,sim,in_transit,Midwest,
Professional Asset #5703,20250220,03/03/2025,297.13,206.59,3689.32,Own Fleet,Express,N,0,delayed,North,
Standard Document #5704,2025-05-26,30/05/2025,498.92,317.91,661.76,Correios,Standard,true,Y,returned,Midwest,Keep Refrigerated 273
Enterprise Record #5705,2025/09/25,26/12/2025,761.45,410.19,4116.38,Fedex,Same-Day,não,True,delivered,South,Leave at Door 115
Professional Document #5706,2025-02-12,,229.20,267.90,784.51,Local Courier,Same-Day,false,0,lost,Southeast,Keep Refrigerated 229
Enterprise Record #5707,01/09/2025,10/20/2025,48.46,184.64,4465.44,Own Fleet,Express,false,1,delayed,South,
Custom Product #5708,2025/08/15,,651.57,308.64,,Own Fleet,Same-Day,1,Y,in_transit,International,
Premium Asset #5709,06/05/2025,2025-09-20,741.19,43.11,"2,104.95",Local Courier,Express,sim,N,in_transit,South,
Standard Entry #5710,2025-04-07,14/12/2025,191.10,158.63,2061.85,Fedex,Same-Day,True,YES,delivered,North,Handle with Care 470
Custom Asset #5711,18/12/2025,2025/10/27,781.28,46.61,1881.58,DHL,Standard,F,Y,delivered,Northeast,
Custom Resource #5712,2025-08-31,11/11/2025,154.77,74.86,643.70,Correios,Standard,true,no,in_transit,Midwest,
Standard Document #5713,20250725,,175.07,472.25,4920.98,Correios,Same-Day,yes,N,delayed,North,
Standard Document #5714,2025/10/30,30/08/2025,136.81,359.94,3342.12,Fedex,Standard,no,True,delivered,South,Leave at Door 365
Basic Item #5715,2025/09/23,01/10/2026,841.55,167.40,"4,261.20",DHL,Express,true,False,in_transit,South,Handle with Care 917
Advanced Resource #5716,2025/01/07,02/05/2026,432.59,323.02,3051.79,Local Courier,Express,Y,Y,delivered,Northeast,Keep Refrigerated 363
Basic Entry #5717,2025-07-05,20250118,469.57,389.89,"4,414.72",Local Courier,Economy,True,0,delivered,International,
Enterprise Product #5718,2025/10/01,2026/01/02,133.02,469.87,3318.88,Own Fleet,Standard,sim,N,delayed,Northeast,Keep Refrigerated 872
Enterprise Record #5719,20250316,15/02/2026,370.17,124.22,"4,525.15",Fedex,Same-Day,F,true,returned,Northeast,Leave at Door 153
Premium Entry #5720,10/05/2025,20/03/2025,988.37,429.02,147.21,Correios,Express,no,True,delayed,Northeast,Handle with Care 562
Standard Item #5721,16/05/2025,2025/12/13,478.20,262.78,3919.86,Fedex,Economy,N,YES,lost,Northeast,Leave at Door 438
Enterprise Product #5722,2025-04-28,,886.49,359.97,4373.94,Local Courier,Standard,NO,N,delayed,South,Leave at Door 209
Premium Resource #5723,2025/10/22,04/08/2025,288.72,14.30,525.39,Own Fleet,Same-Day,true,false,delayed,Southeast,Handle with Care 644
Premium Item #5724,26/04/2025,01/20/2025,719.98,115.88,2731.45,Own Fleet,Economy,sim,False,in_transit,Northeast,
Premium Service #5725,19/11/2025,02/26/2026,819.51,36.88,4740.90,Fedex,Standard,True,true,lost,Southeast,Handle with Care 118
Advanced Record #5726,2026/01/31,30/12/2025,317.05,423.44,877.20,Local Courier,Economy,true,true,lost,International,
Custom Item #5727,07/10/2025,2025/04/03,14.99,335.23,"1,997.30",Local Courier,Same-Day,yes,1,delayed,Midwest,
Advanced Asset #5728,20250730,,646.36,471.97,1818.50,Own Fleet,Economy,yes,no,in_transit,Southeast,
Premium Product #5729,20250225,02/10/2025,575.70,365.96,539.72,Own Fleet,Standard,yes,N,returned,Northeast,
Enterprise Resource #5730,2026/01/28,,125.40,99.66,"4,795.13",Fedex,Standard,True,F,delivered,Northeast,Leave at Door 539
Enterprise Document #5731,08/05/2025,2025-07-26,896.15,31.59,,Correios,Same-Day,true,False,delivered,International,
Premium Resource #5732,10/19/2025,,350.09,194.84,190.54,Correios,Standard,0,1,returned,Midwest,
Custom Asset #5733,2025/07/25,,373.79,396.86,2929.28,DHL,Same-Day,no,Y,in_transit,Northeast,Leave at Door 106
Basic Entry #5734,2025/06/21,,63.09,446.84,4539.36,DHL,Standard,não,no,delayed,North,
Professional Resource #5735,19/07/2025,2025-06-15,986.48,155.39,"4,064.00",Local Courier,Standard,False,false,delayed,International,
Basic Item #5736,05/11/2025,,108.60,13.82,"4,908.82",Local Courier,Standard,yes,NO,returned,International,
Premium Item #5737,01/02/2026,2025/10/17,227.25,439.43,1799.98,DHL,Express,1,yes,delayed,North,
Custom Entry #5738,20250806,2025-08-04,16.74,286.02,4727.88,Correios,Standard,yes,0,lost,International,
Basic Item #5739,01/29/2026,19/07/2025,216.16,297.41,4468.41,Fedex,Standard,sim,NO,delayed,Midwest,
Custom Asset #5740,05/31/2025,18/03/2025,69.93,114.51,"2,384.84",Local Courier,Same-Day,F,no,lost,Midwest,Fragile 710
Enterprise Entry #5741,05/28/2025,,253.90,139.19,1726.05,Local Courier,Standard,sim,true,in_transit,Southeast,
Premium Asset #5742,01/02/2025,2025/01/29,20.89,130.67,4022.56,Local Courier,Same-Day,1,False,in_transit,Northeast,
Advanced Asset #5743,2025/07/17,20260118,94.99,276.08,3089.28,Correios,Express,NO,true,in_transit,Southeast,
Standard Product #5744,2026/02/01,,839.34,279.68,2310.87,DHL,Standard,0,false,in_transit,,
Professional Asset #5745,2025/01/28,,86.88,297.82,3137.10,Fedex,Same-Day,YES,no,delivered,Midwest,Handle with Care 658
Premium Asset #5746,2025/11/22,20/02/2026,707.76,125.84,4687.17,Own Fleet,Standard,False,não,in_transit,Midwest,
Professional Document #5747,2025/04/12,2026/01/15,336.16,380.49,3462.58,Own Fleet,Economy,NO,N,lost,Southeast,
Professional Resource #5748,11/01/2026,04/04/2025,932.85,276.89,1909.26,DHL,Economy,yes,true,delayed,Northeast,
Custom Entry #5749,20251116,2025/07/29,453.73,276.07,4840.98,Local Courier,Standard,yes,F,returned,North,Leave at Door 874
Professional Item #5750,2025/03/16,2025/10/18,177.20,450.17,2183.02,Local Courier,Standard,0,True,in_transit,Southeast,
Standard Product #5751,20251026,20251005,830.03,463.68,1257.28,Local Courier,Same-Day,true,N,in_transit,North,
Advanced Asset #5752,01/08/2026,20250404,470.49,90.89,2934.56,Fedex,Express,true,yes,returned,,
Basic Asset #5753,20250318,13/09/2025,379.84,456.92,4805.78,Local Courier,Standard,true,yes,delayed,Northeast,Leave at Door 432
Basic Product #5754,20/10/2025,2025/06/20,568.63,261.12,3955.39,Fedex,Express,NO,true,delivered,Northeast,Keep Refrigerated 845
Basic Document #5755,2025-07-23,08/03/2025,366.72,381.45,134.25,Fedex,Economy,T,sim,in_transit,International,
Standard Service #5756,2025/11/20,20260122,988.68,146.78,521.21,Own Fleet,Standard,sim,F,delayed,International,Handle with Care 342
Basic Entry #5757,2025-11-12,20251010,774.32,200.14,2399.50,Correios,Same-Day,False,false,delivered,Southeast,Keep Refrigerated 283
Custom Resource #5758,29/10/2025,,879.16,482.88,4462.04,DHL,Standard,YES,N,lost,,
Enterprise Product #5759,2026-01-13,,837.08,193.44,1341.87,Own Fleet,Same-Day,N,false,lost,Southeast,
Custom Asset #5760,13/05/2025,,492.90,109.48,3975.81,Correios,Economy,NO,false,lost,Midwest,
Professional Service #5761,08/12/2025,2026/02/02,319.10,254.54,943.41,Own Fleet,Same-Day,sim,T,returned,Northeast,Leave at Door 579
Basic Service #5762,2025-08-31,2026-01-11,723.24,480.42,2268.23,Fedex,Same-Day,true,YES,delayed,Southeast,
Basic Asset #5763,31/05/2025,2025/09/17,523.00,420.26,838.06,Fedex,Standard,1,Y,returned,North,Fragile 776
Basic Document #5764,20260206,03/21/2025,616.11,100.23,3121.22,Fedex,Same-Day,0,True,returned,South,Fragile 515
Standard Service #5765,20250831,20250902,963.77,164.22,"4,682.77",Local Courier,Standard,yes,1,in_transit,International,Leave at Door 386
Basic Product #5766,20251116,2025/02/28,514.90,349.70,2184.34,DHL,Standard,0,true,returned,Midwest,
Advanced Record #5767,2025-08-30,20250522,107.02,194.36,"1,208.64",Fedex,Economy,yes,false,returned,Southeast,
Enterprise Document #5768,20251016,,643.00,231.68,1014.59,Correios,Express,sim,0,delivered,North,Keep Refrigerated 95
Premium Service #5769,30/10/2025,2025-07-06,810.28,161.38,579.62,DHL,Express,False,YES,lost,South,
Basic Asset #5770,20251007,2025/10/15,255.65,346.27,2550.87,Own Fleet,Express,Y,false,returned,Northeast,
Custom Document #5771,20250808,20/02/2026,20.92,176.06,450.04,Own Fleet,Express,N,F,delivered,International,Keep Refrigerated 883
Premium Service #5772,2025/12/25,02/16/2026,837.69,373.05,"2,020.79",Own Fleet,Express,True,false,delivered,North,
Enterprise Asset #5773,20251021,24/05/2025,378.20,311.39,2415.25,DHL,Same-Day,1,true,delayed,Northeast,
Basic Item #5774,2025-03-12,20250502,629.20,190.44,4988.82,DHL,Same-Day,Y,NO,in_transit,Northeast,
Professional Record #5775,14/03/2025,,268.68,435.10,"1,615.71",Fedex,Economy,Y,sim,delivered,North,
Basic Asset #5776,24/03/2025,2025/09/28,983.95,299.39,858.22,Fedex,Same-Day,não,YES,lost,South,
Standard Asset #5777,2025-08-11,20250813,33.83,350.68,"1,559.82",Local Courier,Economy,True,false,delivered,Southeast,
Basic Product #5778,2025-02-08,20250107,323.53,406.49,"2,969.87",Correios,Standard,NO,0,delayed,Southeast,Fragile 394
Premium Asset #5779,2025/01/14,2026-01-18,391.85,232.06,919.31,Fedex,Standard,True,Y,in_transit,Midwest,Leave at Door 753
Professional Service #5780,03/05/2025,2025-03-03,293.43,147.74,1367.50,Own Fleet,Economy,False,Y,delayed,South,Leave at Door 508
Professional Entry #5781,2025-06-10,2025-03-08,484.21,269.23,"1,428.71",Fedex,Same-Day,F,true,delayed,South,Handle with Care 253
Custom Resource #5782,02/06/2025,2025/06/18,559.01,24.86,"3,463.66",Local Courier,Standard,true,N,in_transit,International,Leave at Door 748
Standard Service #5783,2025/04/13,,821.48,25.31,3832.92,Own Fleet,Economy,False,0,delayed,Midwest,
