transaction_id,sale_date,amount,quantity,discount_rate,status,payment_method,is_prime_member,is_gift,customer_segment,product_category,shipping_notes
Advanced Item #3991,2024-03-08,"3,519.06",71.58,0.43,pending,pix,1,Y,New,Books,Express delivery 139
Standard Resource #3992,03/08/2025,3136.48,92.47,0.37,cancelled,paypal,True,true,VIP,Home,Gift wrap 628
Enterprise Service #3993,02/07/2024,59.73,67.17,0.38,pending,credit_card,False,sim,New,Electronics,Gift wrap 24
Basic Asset #3994,22/12/2024,4885.50,27.75,,refunded,pix,F,F,VIP,Toys,Express delivery 171
Custom Document #3995,20240624,4127.33,91.24,,cancelled,credit_card,F,F,Inactive,Clothing,Gift wrap 438
Custom Resource #3996,2024/05/03,781.15,20.27,0.48,completed,boleto,True,Y,New,Electronics,Gift wrap 963
Standard Item #3997,26/05/2025,3660.66,53.96,0.43,pending,pix,T,Y,,Home,Express delivery 952
Basic Service #3998,2024/10/30,"1,849.39",71.67,,cancelled,boleto,false,False,New,Clothing,
Custom Resource #3999,07/06/2025,3630.91,39.45,0.45,pending,pix,YES,F,Regular,Books,
Basic Asset #4000,2024/07/20,"3,993.58",9.53,0.00,refunded,credit_card,sim,NO,Regular,Home,Pickup 953
Professional Record #4001,2024-11-12,3389.34,52.38,0.20,completed,pix,NO,True,VIP,Sports,Pickup 643
Custom Record #4002,08/11/2025,"2,152.87",54.05,0.40,cancelled,debit_card,false,NO,Regular,Books,Express delivery 927
Premium Item #4003,2024/09/18,"2,102.70",61.68,0.18,completed,paypal,1,True,Inactive,Home,Standard shipping 904
Premium Resource #4004,2025/04/19,4574.34,26.56,0.11,refunded,paypal,0,True,VIP,Books,Standard shipping 810
Enterprise Product #4005,2024/08/31,2272.59,88.50,0.47,cancelled,boleto,yes,T,Regular,Home,Gift wrap 2
Advanced Record #4006,2024-08-27,"1,423.39",61.02,0.05,cancelled,pix,True,,VIP,Clothing,
Basic Resource #4007,2024-11-05,2334.89,10.48,0.23,cancelled,credit_card,False,Y,Inactive,Clothing,
Standard Asset #4008,2025/10/26,4884.88,31.81,0.48,completed,pix,não,T,Inactive,Sports,Express delivery 399
Custom Document #4009,2025-06-14,"1,519.27",33.86,0.03,cancelled,debit_card,True,yes,New,Electronics,Pickup 849
Premium Document #4010,20250204,4340.66,40.56,0.33,pending,credit_card,false,NO,Regular,Toys,
Professional Document #4011,20251026,2612.40,99.93,0.44,completed,credit_card,no,não,,Sports,
Advanced Item #4012,20240831,"1,095.57",40.34,0.17,refunded,boleto,N,,Inactive,Clothing,Standard shipping 679
Standard Asset #4013,06/02/2024,1517.17,92.08,0.39,refunded,paypal,YES,false,New,Clothing,
Enterprise Item #4014,06/09/2025,946.85,5.97,0.03,refunded,paypal,YES,1,New,Sports,Standard shipping 284
Standard Record #4015,2025-01-17,4565.31,73.00,0.28,completed,credit_card,True,NO,New,Toys,Standard shipping 29
Premium Service #4016,2024/06/22,"2,454.72",74.00,0.49,pending,boleto,true,F,Inactive,Sports,Standard shipping 869
Basic Record #4017,23/08/2025,3515.32,47.63,0.21,refunded,boleto,YES,1,New,Home,Standard shipping 847
Basic Asset #4018,2025/06/19,4046.56,51.32,0.12,refunded,credit_card,false,sim,Regular,Electronics,Standard shipping 518
Advanced Service #4019,10/10/2025,1530.40,12.86,0.13,completed,paypal,0,False,Inactive,Clothing,
Advanced Document #4020,25/10/2025,4743.72,19.78,0.23,cancelled,pix,não,1,New,Toys,Pickup 380
Premium Asset #4021,2025/11/24,"4,007.16",90.15,0.06,cancelled,debit_card,0,F,Regular,Home,Pickup 565
Professional Item #4022,20250119,1958.58,19.06,0.48,pending,debit_card,NO,0,Regular,Clothing,Gift wrap 913
Custom Product #4023,20240701,"1,719.94",58.11,0.11,refunded,boleto,não,NO,New,Toys,Standard shipping 361
Enterprise Service #4024,20240731,3465.60,54.83,0.41,pending,debit_card,False,1,New,Sports,Express delivery 367
Professional Resource #4025,2025/07/21,3154.24,87.60,0.43,cancelled,paypal,Y,F,VIP,Sports,Express delivery 776
Professional Record #4026,20250318,"1,833.23",52.69,0.20,completed,pix,0,1,VIP,Clothing,Gift wrap 706
Custom Product #4027,2025/04/15,881.67,68.06,,pending,pix,False,sim,Regular,Toys,Express delivery 929
Advanced Asset #4028,30/03/2024,298.57,72.44,0.05,pending,debit_card,YES,T,Inactive,Books,Pickup 120
Enterprise Asset #4029,2026/01/04,3773.31,93.92,0.48,completed,debit_card,N,yes,Regular,Toys,
Basic Document #4030,20240108,2093.23,29.63,0.29,pending,debit_card,Y,,Regular,Home,
Premium Asset #4031,20241205,4624.81,52.48,0.43,completed,debit_card,0,F,Inactive,Electronics,
Premium Record #4032,20240410,4804.19,6.88,0.11,refunded,pix,T,1,Regular,Toys,Standard shipping 908
Enterprise Resource #4033,08/06/2024,2963.09,28.97,0.24,refunded,debit_card,1,YES,VIP,Clothing,Express delivery 85
Basic Service #4034,01/08/2025,"1,882.06",24.67,0.42,pending,paypal,true,yes,New,Home,Gift wrap 747
Premium Resource #4035,04/25/2025,"4,692.96",34.34,,pending,paypal,T,sim,Regular,Toys,Standard shipping 357
Professional Product #4036,12/12/2025,39.12,34.39,0.45,completed,debit_card,yes,YES,Regular,Electronics,Express delivery 253
Premium Product #4037,20250428,3834.88,45.27,0.33,cancelled,boleto,yes,não,Inactive,Home,
Custom Asset #4038,21/11/2025,4599.08,19.14,0.39,completed,paypal,sim,false,Regular,Home,
Custom Product #4039,2025/01/09,"1,302.35",43.91,0.09,pending,debit_card,yes,Y,Inactive,Books,Gift wrap 45
Advanced Product #4040,2025/09/04,"3,069.64",63.64,0.34,pending,pix,true,NO,VIP,Electronics,
Standard Item #4041,09/08/2024,"2,371.10",10.91,0.37,pending,pix,sim,False,Inactive,Clothing,Express delivery 784
Professional Service #4042,15/11/2025,"4,445.26",62.45,0.49,pending,debit_card,false,,Inactive,Electronics,
Premium Item #4043,05/10/2024,1145.71,81.82,0.42,completed,boleto,true,False,Regular,Home,Gift wrap 306
Professional Resource #4044,05/05/2025,4740.65,85.09,0.37,refunded,paypal,N,false,Regular,Home,Pickup 314
Custom Service #4045,2024/09/20,"3,638.62",42.51,0.11,completed,debit_card,true,,Inactive,Home,Standard shipping 7
Premium Record #4046,15/03/2025,4351.20,32.56,0.22,cancelled,paypal,false,não,New,Home,
Premium Product #4047,2024/02/17,,95.40,0.30,refunded,boleto,true,true,Inactive,Clothing,
Premium Asset #4048,20250518,"1,206.41",59.19,0.06,completed,boleto,N,Y,Regular,Books,Express delivery 939
Standard Asset #4049,23/12/2024,2210.84,39.56,0.47,cancelled,pix,True,N,,Sports,Pickup 50
Advanced Entry #4050,2024/10/11,"4,451.50",77.03,,completed,credit_card,Y,False,Regular,Sports,Gift wrap 471
Standard Asset #4051,2025-06-28,"1,495.28",55.08,0.03,completed,credit_card,Y,sim,New,Home,
Basic Resource #4052,01/06/2025,661.77,41.96,0.21,completed,credit_card,false,sim,New,Electronics,
Professional Asset #4053,2025-03-29,2553.99,49.54,0.48,completed,pix,sim,T,New,Home,
Premium Resource #4054,20250915,2558.78,6.57,0.39,refunded,pix,True,true,New,Sports,
Custom Product #4055,05/31/2024,961.07,58.96,0.23,cancelled,paypal,no,F,New,Toys,Pickup 573
Standard Item #4056,10/11/2024,2126.28,45.95,,refunded,debit_card,True,não,New,Sports,Express delivery 999
Standard Entry #4057,20240807,790.02,12.32,0.15,cancelled,debit_card,T,não,New,Toys,
Custom Entry #4058,20241110,"4,725.82",39.74,0.21,refunded,paypal,True,1,Inactive,Electronics,Gift wrap 526
Advanced Record #4059,13/08/2025,"1,589.83",53.42,0.14,cancelled,boleto,true,True,New,Books,Express delivery 234
Premium Record #4060,22/07/2024,1890.44,18.06,0.09,cancelled,debit_card,true,1,Regular,Books,
Premium Record #4061,23/02/2024,3220.68,1.41,0.21,refunded,debit_card,False,,Inactive,Sports,Pickup 813
Enterprise Service #4062,2025-04-24,4296.92,67.32,0.15,pending,debit_card,YES,True,Regular,Clothing,Gift wrap 566
Basic Item #4063,2024-08-17,1391.53,20.60,,refunded,pix,F,NO,New,Books,Gift wrap 261
Standard Document #4064,18/02/2025,"4,888.75",85.74,0.22,pending,debit_card,true,não,Regular,Electronics,Pickup 650
Basic Item #4065,27/03/2025,3831.68,23.92,0.02,refunded,boleto,true,False,Regular,Clothing,Pickup 19
Premium Entry #4066,26/01/2025,"1,457.19",45.56,0.36,completed,boleto,no,false,VIP,Toys,
Premium Asset #4067,03/11/2024,679.97,9.36,0.05,pending,pix,false,F,Inactive,Books,Express delivery 941
Basic Asset #4068,20250506,,88.70,0.02,pending,paypal,T,YES,VIP,Electronics,
Custom Service #4069,2024-06-08,"1,243.22",49.37,,refunded,boleto,False,False,Inactive,Books,Express delivery 263
Advanced Document #4070,2025-07-08,"2,296.69",24.77,0.13,cancelled,credit_card,1,1,Regular,Electronics,Gift wrap 521
Professional Service #4071,12/29/2024,"3,693.71",51.20,0.40,pending,credit_card,False,no,VIP,Books,
Premium Record #4072,11/05/2024,"1,525.77",12.85,0.46,completed,credit_card,no,F,Regular,Clothing,Pickup 400
Custom Asset #4073,2024-09-11,851.07,87.93,0.39,cancelled,boleto,True,False,Inactive,Clothing,Standard shipping 814
Professional Product #4074,01/10/2024,"2,723.10",25.20,0.48,pending,debit_card,true,,VIP,Books,
Professional Item #4075,27/06/2024,"1,849.86",54.54,0.43,completed,credit_card,false,1,Regular,Sports,Pickup 398
Enterprise Entry #4076,2024/10/06,2911.74,18.84,0.15,completed,paypal,não,false,Inactive,Electronics,Pickup 977
Advanced Resource #4077,2024-03-31,"1,720.27",59.07,0.35,pending,credit_card,no,True,Inactive,Sports,Gift wrap 41
Enterprise Record #4078,2024-04-22,2851.28,24.71,0.27,completed,paypal,no,T,Regular,Electronics,Standard shipping 32
Custom Item #4079,05/04/2025,566.37,8.22,0.35,cancelled,boleto,False,sim,Regular,Clothing,
Basic Entry #4080,06/18/2024,2418.18,29.70,0.35,refunded,credit_card,False,false,Inactive,Books,Pickup 532
Custom Record #4081,2025/08/20,4841.04,79.64,0.31,completed,paypal,não,false,New,Sports,Standard shipping 441
Custom Service #4082,2025/07/26,3178.84,26.19,0.46,cancelled,boleto,True,não,New,Clothing,Pickup 64
Custom Item #4083,10/11/2025,"1,448.66",45.55,,cancelled,pix,não,yes,Regular,Books,
Enterprise Service #4084,20240901,49.57,3.66,0.42,completed,debit_card,yes,True,Inactive,Toys,
Enterprise Item #4085,2024-10-24,4212.44,69.95,0.30,cancelled,paypal,YES,true,VIP,Books,Gift wrap 285
Standard Record #4086,20240328,"3,558.99",98.05,0.45,completed,credit_card,true,0,Inactive,Books,Pickup 330
Professional Product #4087,20251103,4968.43,15.35,0.23,cancelled,boleto,True,F,VIP,Clothing,
Basic Resource #4088,09/22/2025,3283.95,83.82,0.21,refunded,debit_card,F,sim,Inactive,Home,Express delivery 884
Advanced Product #4089,2024-04-09,2358.72,9.80,0.12,completed,pix,true,yes,Inactive,Sports,
Professional Asset #4090,20250415,1461.88,11.10,0.41,refunded,debit_card,0,sim,Regular,Books,Express delivery 460
Enterprise Asset #4091,2024-12-11,379.69,88.97,,cancelled,credit_card,N,true,Inactive,Sports,
Professional Resource #4092,2024-12-26,2393.20,12.86,,pending,paypal,sim,no,VIP,Toys,Gift wrap 73
Premium Product #4093,05/26/2024,990.15,51.85,0.25,cancelled,boleto,YES,T,Inactive,Clothing,Express delivery 492
Standard Product #4094,12/02/2026,1643.71,13.91,,pending,boleto,true,no,New,Electronics,Standard shipping 978
Standard Item #4095,03/15/2025,"2,252.45",47.42,,refunded,paypal,N,False,Regular,Sports,
Premium Resource #4096,11/05/2024,"3,978.25",21.46,,cancelled,pix,F,true,Regular,Clothing,Pickup 295
Basic Entry #4097,20240512,"3,311.08",96.90,0.31,pending,boleto,yes,NO,Inactive,Clothing,
Standard Product #4098,2024-07-11,1774.13,27.59,0.20,pending,paypal,YES,YES,Inactive,Sports,
Custom Resource #4099,2024-07-31,,7.23,0.29,pending,boleto,yes,T,Regular,Home,Pickup 821
Custom Product #4100,11/17/2024,2760.05,50.71,0.17,cancelled,credit_card,1,F,Inactive,Electronics,Gift wrap 84
Enterprise Entry #4101,05/15/2025,4240.96,32.62,0.17,completed,credit_card,não,no,VIP,Clothing,
Advanced Service #4102,02/20/2025,391.48,47.65,0.26,completed,boleto,T,False,VIP,Sports,Standard shipping 455
Premium Document #4103,2025-12-28,"2,754.08",10.50,0.24,refunded,boleto,no,N,New,Clothing,
Basic Service #4104,20250821,2743.23,96.96,0.06,pending,debit_card,NO,True,VIP,Books,
Advanced Resource #4105,20240609,"3,399.77",12.59,0.23,pending,debit_card,true,,New,Books,
Custom Service #4106,20250227,"2,988.62",46.16,0.20,completed,boleto,true,yes,Inactive,Electronics,
Enterprise Item #4107,2024-12-02,3636.09,74.24,0.24,completed,boleto,F,F,VIP,Books,
Custom Item #4108,14/01/2024,2972.54,38.55,0.27,completed,paypal,False,,New,Sports,Gift wrap 697
Standard Product #4109,02/12/2024,3128.28,23.82,0.10,completed,boleto,sim,True,Inactive,Electronics,
Standard Asset #4110,07/01/2025,808.27,37.71,0.09,completed,credit_card,Y,F,Inactive,Sports,
Advanced Item #4111,07/04/2024,639.96,77.20,,pending,debit_card,0,,New,Toys,Standard shipping 452
Advanced Document #4112,20241214,847.92,46.96,0.17,refunded,pix,YES,True,Regular,Electronics,Express delivery 498
Standard Record #4113,20240909,491.27,30.47,0.16,pending,debit_card,false,não,New,Sports,
Professional Item #4114,2025-04-11,2187.88,30.43,,completed,paypal,false,YES,New,Home,Express delivery 855
Professional Document #4115,20240430,"2,973.03",82.32,0.45,refunded,debit_card,False,Y,VIP,Electronics,
Advanced Resource #4116,07/05/2024,1826.23,3.39,0.12,completed,credit_card,0,False,Inactive,Toys,Gift wrap 581
Basic Service #4117,20250118,763.72,46.47,0.31,cancelled,credit_card,T,True,VIP,Toys,Express delivery 372
Professional Entry #4118,2024-08-10,"2,267.89",49.41,0.28,cancelled,debit_card,N,true,New,Sports,Gift wrap 463
Professional Product #4119,02/10/2024,3355.62,82.45,0.15,refunded,pix,True,Y,VIP,Home,Gift wrap 563
Advanced Product #4120,05/04/2024,"2,669.51",44.82,0.19,refunded,paypal,false,yes,Inactive,Clothing,Express delivery 890
Standard Service #4121,10/04/2024,3092.11,35.15,0.41,completed,pix,YES,Y,VIP,Toys,Standard shipping 348
Advanced Item #4122,2026/01/04,4970.56,38.22,0.41,cancelled,credit_card,true,1,New,Toys,Standard shipping 895
Custom Asset #4123,05/02/2024,"3,768.98",58.54,0.24,refunded,debit_card,sim,False,VIP,Clothing,Standard shipping 950
Basic Resource #4124,20240529,3918.90,23.42,0.23,refunded,boleto,F,F,Inactive,Toys,Gift wrap 66
Advanced Resource #4125,20241021,"1,912.42",7.99,,refunded,pix,0,sim,Regular,Electronics,Pickup 320
Custom Document #4126,09/10/2024,3631.93,90.25,,pending,boleto,False,no,Regular,Home,Gift wrap 872
Professional Resource #4127,20241204,2964.76,38.17,0.37,refunded,paypal,yes,sim,New,Toys,Express delivery 717
Custom Record #4128,08/07/2024,244.22,1.67,0.15,pending,pix,0,0,Regular,Home,Pickup 233
Premium Product #4129,2026/02/05,899.77,90.06,0.10,pending,boleto,não,T,Inactive,Home,Gift wrap 340
Premium Document #4130,04/12/2024,3924.01,79.95,0.05,completed,debit_card,true,F,Inactive,Books,
Basic Product #4131,2024/12/09,2532.02,61.16,0.27,refunded,paypal,true,Y,VIP,Sports,
Basic Record #4132,05/08/2025,2945.65,8.20,0.45,cancelled,credit_card,YES,0,VIP,Clothing,
Advanced Asset #4133,20240111,"3,553.09",93.23,0.31,pending,debit_card,Y,Y,Regular,Clothing,Express delivery 865
Standard Asset #4134,2024-10-14,2408.20,42.66,,refunded,boleto,False,1,New,Books,Pickup 169
Premium Item #4135,20250504,552.34,17.71,0.33,completed,credit_card,YES,NO,New,Sports,Gift wrap 209
Enterprise Resource #4136,2024-08-30,4570.17,24.54,0.02,cancelled,pix,false,N,VIP,Home,
Basic Record #4137,2024-10-28,"3,634.08",62.05,,completed,boleto,False,True,Regular,Clothing,Pickup 191
Professional Product #4138,2025-06-01,1873.57,73.62,,pending,boleto,True,não,New,Electronics,Express delivery 84
Enterprise Resource #4139,20241208,1418.26,25.25,0.07,pending,pix,no,Y,Regular,Electronics,Pickup 236
Basic Item #4140,2024-03-03,4787.32,23.18,,completed,boleto,0,N,Inactive,Toys,Gift wrap 540
Standard Entry #4141,01/25/2024,1646.03,14.11,0.08,refunded,debit_card,True,T,,Clothing,Gift wrap 992
Advanced Service #4142,20250117,172.78,88.44,0.17,refunded,pix,sim,True,VIP,Toys,
Basic Service #4143,2024-09-08,2873.96,21.16,0.22,cancelled,boleto,T,T,New,Home,Express delivery 792
Standard Item #4144,2024/07/15,"4,073.44",91.53,0.16,pending,debit_card,true,yes,VIP,Clothing,
Basic Item #4145,20251224,3555.01,10.88,0.38,completed,debit_card,NO,0,VIP,Clothing,
Custom Product #4146,2025/10/07,356.48,55.15,,completed,pix,0,false,New,Sports,Standard shipping 411
Professional Document #4147,20240301,125.68,12.97,0.01,pending,pix,False,sim,Regular,Home,Pickup 852
Standard Document #4148,2025-01-17,1888.76,10.56,0.12,refunded,paypal,F,T,VIP,Toys,Pickup 200
Professional Item #4149,2024-06-12,3299.98,23.55,0.15,pending,credit_card,True,T,New,Toys,Gift wrap 673
Professional Item #4150,2025-06-13,"4,905.46",90.10,0.00,pending,boleto,sim,no,Inactive,Clothing,
Enterprise Item #4151,2024-01-22,3929.77,15.68,0.50,cancelled,debit_card,True,Y,VIP,Home,Gift wrap 70
Basic Asset #4152,07/09/2024,"1,690.19",54.79,0.48,refunded,debit_card,yes,Y,Inactive,Clothing,
Enterprise Resource #4153,2024-07-10,1692.31,78.93,0.41,pending,boleto,no,N,VIP,Clothing,Standard shipping 384
Advanced Resource #4154,20240213,"2,704.85",51.13,0.30,cancelled,pix,1,yes,New,Electronics,Gift wrap 798
Basic Asset #4155,11/11/2024,2470.55,73.51,,cancelled,credit_card,F,1,Inactive,Electronics,
Enterprise Asset #4156,20251105,2694.64,90.32,0.39,refunded,boleto,no,true,VIP,Clothing,
Standard Asset #4157,2025-11-21,1857.04,74.91,0.02,refunded,debit_card,F,0,VIP,Clothing,
Professional Document #4158,20240818,4726.15,9.02,0.06,pending,pix,True,no,New,Home,Gift wrap 766
Enterprise Asset #4159,11/08/2025,480.61,16.09,,pending,pix,1,0,VIP,Electronics,
Professional Asset #4160,12/04/2024,62.09,84.72,0.28,refunded,debit_card,True,false,Inactive,Books,Express delivery 127
Premium Entry #4161,20260121,,74.23,0.12,completed,pix,yes,0,Regular,Electronics,Pickup 882
Standard Asset #4162,08/05/2024,1730.29,46.44,0.33,pending,credit_card,True,N,Regular,Clothing,
Custom Product #4163,2025/01/09,"1,175.64",38.91,0.48,pending,debit_card,YES,NO,Regular,Toys,Express delivery 230
Basic Resource #4164,02/06/2024,"1,712.21",72.35,0.04,completed,paypal,não,1,New,Clothing,
Custom Asset #4165,2024/02/21,1822.79,50.34,0.27,pending,pix,NO,true,New,Home,Express delivery 267
Professional Resource #4166,20250905,937.08,57.49,0.21,completed,debit_card,NO,T,Inactive,Electronics,Standard shipping 180
Premium Item #4167,2024-04-29,3551.89,79.47,0.41,cancelled,pix,não,não,Inactive,Clothing,Express delivery 784
Premium Item #4168,2025/12/19,3213.49,82.57,0.26,cancelled,debit_card,true,sim,Inactive,Electronics,Standard shipping 507
Basic Resource #4169,11/27/2025,3509.29,34.78,0.00,completed,debit_card,YES,yes,VIP,Electronics,
Advanced Entry #4170,2024/11/15,943.10,26.39,0.11,completed,pix,0,T,Inactive,Electronics,Standard shipping 241
Basic Document #4171,09/10/2024,4954.24,37.27,0.17,pending,credit_card,True,false,Inactive,Books,Standard shipping 20
Premium Entry #4172,2025/07/30,"4,519.81",22.69,0.13,completed,credit_card,F,1,Regular,Sports,Pickup 559
Standard Record #4173,2025/06/19,210.22,56.79,0.10,refunded,paypal,NO,YES,Regular,Home,Pickup 768
Advanced Item #4174,12/02/2025,4898.58,99.27,0.39,completed,credit_card,T,sim,VIP,Books,
Professional Product #4175,20250613,"4,701.91",72.75,0.09,completed,debit_card,NO,N,Regular,Home,Express delivery 928
Premium Item #4176,20240623,2025.25,27.60,0.15,refunded,paypal,T,NO,Regular,Electronics,
Standard Entry #4177,08/25/2024,4310.59,17.40,,completed,boleto,yes,F,Regular,Home,Pickup 862
Advanced Asset #4178,20250814,"2,692.25",44.60,,cancelled,debit_card,False,sim,New,Books,Standard shipping 404
Professional Asset #4179,2024-10-07,1385.81,62.61,0.25,pending,paypal,F,F,Regular,Electronics,
Standard Entry #4180,2024-03-22,"4,776.42",11.47,0.25,completed,paypal,0,Y,Regular,Electronics,Express delivery 302
Basic Product #4181,20241110,2539.59,53.83,0.19,completed,debit_card,T,não,VIP,Clothing,Standard shipping 716
Basic Service #4182,2024-09-18,4442.49,26.78,0.19,pending,debit_card,no,sim,Inactive,Books,
Enterprise Asset #4183,2025-07-28,"2,567.67",72.27,0.29,refunded,credit_card,0,False,Regular,Home,
Standard Document #4184,13/10/2025,1262.75,2.67,0.49,cancelled,credit_card,1,0,Inactive,Clothing,Pickup 5
Advanced Record #4185,29/01/2026,"2,741.54",98.99,0.46,completed,paypal,0,false,Regular,Books,
Enterprise Service #4186,20241203,"3,993.82",17.26,0.05,refunded,pix,no,false,New,Electronics,Pickup 37
Basic Asset #4187,2025/06/24,1341.95,67.78,0.15,pending,paypal,N,Y,Regular,Clothing,Standard shipping 393
Advanced Document #4188,2024-03-24,3292.16,22.92,0.09,pending,paypal,não,False,Inactive,Books,Standard shipping 579
Custom Record #4189,2024/12/05,1994.32,62.54,,pending,paypal,F,0,Regular,Electronics,Pickup 480
Custom Document #4190,2025-03-10,"2,524.26",6.92,0.36,completed,boleto,sim,Y,New,Home,Pickup 704
Custom Document #4191,2025-12-19,"4,028.84",43.35,0.05,refunded,paypal,Y,True,VIP,Home,Standard shipping 201
Basic Record #4192,10/05/2024,1553.74,84.11,,refunded,paypal,não,false,Inactive,Books,Gift wrap 181
Enterprise Record #4193,2024/01/13,"2,097.79",36.64,0.03,completed,boleto,yes,1,Inactive,Home,Pickup 954
Basic Resource #4194,11/05/2025,3781.13,45.85,0.25,cancelled,credit_card,NO,YES,New,Toys,Pickup 629
Standard Document #4195,20250804,1632.27,21.97,0.27,cancelled,paypal,0,não,VIP,Clothing,
Basic Document #4196,20251130,3173.27,73.80,0.46,pending,paypal,False,F,New,Electronics,Standard shipping 970
Premium Asset #4197,09/01/2024,"1,419.82",48.18,0.12,cancelled,boleto,T,,New,Clothing,Express delivery 264
Enterprise Product #4198,2025/12/08,2320.49,49.89,0.49,cancelled,debit_card,NO,no,VIP,Clothing,
Premium Item #4199,2025-03-07,515.79,35.34,0.03,completed,pix,não,1,Inactive,Books,Express delivery 652
Premium Item #4200,2024/06/19,302.09,37.92,0.26,refunded,pix,true,T,New,Clothing,Standard shipping 339
Advanced Entry #4201,2024/06/09,950.82,47.96,,refunded,debit_card,sim,no,VIP,Home,Pickup 979
Professional Product #4202,01/17/2024,3973.74,29.53,0.15,refunded,debit_card,não,True,Regular,Electronics,Express delivery 308
Professional Document #4203,01/01/2026,236.41,68.72,0.03,refunded,boleto,N,Y,New,Sports,Gift wrap 948
Professional Entry #4204,2024-10-02,1000.09,16.87,0.37,refunded,paypal,F,NO,Inactive,Clothing,Pickup 481
Standard Entry #4205,2025/07/09,332.27,11.84,0.48,pending,boleto,false,false,Regular,Toys,Gift wrap 994
Professional Asset #4206,2025/06/28,595.15,82.08,0.25,completed,boleto,sim,True,Inactive,Clothing,Express delivery 337
Standard Service #4207,20240326,"4,239.12",98.64,0.48,pending,pix,0,NO,Regular,Toys,Standard shipping 142
Standard Product #4208,16/02/2025,"2,525.29",51.97,0.28,pending,boleto,0,yes,Inactive,Home,Express delivery 679
Basic Entry #4209,2024/12/11,511.32,70.77,0.39,refunded,credit_card,sim,NO,VIP,Clothing,Gift wrap 740
Standard Item #4210,2025/10/23,195.98,63.62,0.37,refunded,paypal,no,0,Inactive,Books,
Standard Entry #4211,29/10/2025,"2,428.16",43.45,0.11,refunded,boleto,sim,true,New,Sports,Pickup 277
Enterprise Entry #4212,2024/04/17,1633.10,59.13,,completed,credit_card,YES,YES,Regular,Toys,Pickup 788
Advanced Service #4213,15/02/2025,"4,045.19",15.50,0.37,cancelled,debit_card,sim,NO,Regular,Books,
Standard Product #4214,20250318,3996.58,25.38,0.33,refunded,pix,0,false,VIP,Sports,Standard shipping 543
Enterprise Service #4215,2024-04-29,"4,778.09",95.50,,cancelled,paypal,Y,yes,VIP,Electronics,Express delivery 162
Basic Asset #4216,10/25/2024,222.44,26.52,0.39,cancelled,pix,False,sim,Inactive,Home,Gift wrap 899
Custom Product #4217,12/20/2025,4685.78,21.48,0.28,cancelled,credit_card,Y,true,New,Books,Gift wrap 968
Enterprise Product #4218,2025-02-10,1505.80,55.50,0.23,cancelled,boleto,Y,no,New,Home,Gift wrap 569
Enterprise Item #4219,2024/09/24,"1,256.70",89.48,0.08,refunded,pix,yes,Y,New,Home,Pickup 761
Professional Service #4220,20241205,758.18,35.41,0.20,pending,boleto,não,sim,Inactive,Sports,Gift wrap 478
Premium Record #4221,07/26/2025,905.27,11.27,0.34,cancelled,pix,1,False,Regular,Toys,Express delivery 948
Enterprise Entry #4222,2026/01/31,965.60,68.25,0.09,completed,paypal,no,F,New,Books,Express delivery 307
Professional Record #4223,12/03/2025,2220.12,42.98,0.32,refunded,credit_card,T,não,Regular,Electronics,Gift wrap 284
Premium Item #4224,14/04/2025,"1,959.73",73.81,0.29,refunded,debit_card,1,yes,Inactive,Home,Standard shipping 8
Premium Record #4225,10/09/2024,353.35,13.53,0.11,refunded,paypal,no,true,New,Home,Express delivery 457
Basic Item #4226,05/25/2025,"3,314.26",80.79,0.49,completed,boleto,não,False,Inactive,Electronics,Gift wrap 588
Custom Resource #4227,04/29/2025,4389.11,67.30,,cancelled,boleto,false,não,,Home,Standard shipping 728
Standard Service #4228,17/03/2025,165.10,7.20,0.02,completed,debit_card,não,sim,Inactive,Sports,Standard shipping 843
Premium Record #4229,12/09/2025,"3,860.44",15.12,0.32,refunded,debit_card,não,T,VIP,Books,Standard shipping 864
Enterprise Record #4230,05/09/2024,873.20,66.62,0.33,cancelled,boleto,T,true,Inactive,Clothing,
Advanced Entry #4231,01/03/2026,919.50,28.35,0.23,pending,paypal,1,false,New,Clothing,
Custom Document #4232,01/17/2026,3068.63,61.56,0.24,cancelled,pix,yes,,Regular,Books,Pickup 456
Advanced Document #4233,20250113,2449.69,24.74,0.40,cancelled,paypal,F,False,New,Books,
Enterprise Product #4234,16/12/2025,"3,284.57",90.16,0.47,refunded,debit_card,YES,1,VIP,Electronics,
Custom Document #4235,05/10/2025,2616.05,92.70,0.08,completed,paypal,F,false,New,Electronics,
Advanced Record #4236,2026/01/11,459.04,57.72,,cancelled,credit_card,yes,False,Inactive,Sports,
Premium Product #4237,11/12/2025,"2,841.16",87.68,0.11,cancelled,boleto,não,false,Regular,Toys,Standard shipping 526
Basic Resource #4238,03/08/2025,859.40,26.00,0.27,cancelled,paypal,sim,,New,Clothing,Pickup 264
Premium Document #4239,06/11/2024,1575.80,28.81,0.07,completed,debit_card,NO,N,Inactive,Toys,Gift wrap 525
Standard Asset #4240,2025/03/11,3415.85,82.40,0.15,cancelled,credit_card,1,N,VIP,Books,Pickup 90
Professional Product #4241,24/09/2024,"4,960.97",44.14,0.29,cancelled,boleto,sim,False,New,Books,Standard shipping 367
Standard Item #4242,07/11/2025,4014.00,8.74,0.33,pending,boleto,sim,sim,Regular,Home,Standard shipping 869
