transaction_id,transaction_date,amount,balance_after,fee,transaction_type,channel,is_international,is_recurring,status,risk_score,description
Basic Resource #9358,2025-09-21,-5270.79,864783.08,26.94,fee,POS,true,não,failed,high,Salary Deposit 959
Premium Resource #9359,2025/06/17,-5113.33,422768.72,49.15,payment,Web,NO,NO,failed,medium,Salary Deposit 518
Advanced Document #9360,30/08/2025,"-25,965.28",776495.35,24.99,transfer,Branch,Y,false,completed,medium,Online Purchase 696
Premium Asset #9361,2026/01/06,-34693.36,856375.98,23.21,transfer,Web,N,NO,failed,low,
Custom Product #9362,05/17/2025,-27309.02,427530.39,,payment,POS,sim,1,failed,medium,
Standard Service #9363,20250813,8996.78,"394,857.39",28.83,fee,Web,não,,completed,high,Salary Deposit 484
Enterprise Service #9364,07/08/2025,"-47,117.39",498447.67,16.12,transfer,POS,yes,YES,failed,,Bill Payment 117
Professional Document #9365,12/26/2025,-42256.66,739018.95,39.31,fee,POS,YES,no,pending,high,Salary Deposit 689
Standard Service #9366,20250202,35653.71,"668,053.40",40.07,withdrawal,Mobile App,1,1,completed,,
Custom Service #9367,12/07/2025,-18203.24,"937,435.73",,fee,Mobile App,T,Y,failed,high,Bill Payment 527
Professional Asset #9368,2025/03/07,28808.90,502645.40,,payment,ATM,NO,no,completed,,ATM Withdrawal 580
Professional Document #9369,20250704,11335.35,872540.77,27.94,fee,Mobile App,YES,Y,completed,medium,ATM Withdrawal 468
Premium Record #9370,03/08/2025,-29765.72,254400.29,48.12,withdrawal,Branch,1,NO,reversed,high,
Standard Document #9371,29/08/2025,"24,322.38","661,930.75",,transfer,Web,True,1,failed,medium,
Professional Asset #9372,2026/01/27,"25,099.81","103,396.15",22.12,transfer,POS,sim,T,reversed,medium,
Advanced Entry #9373,2026/01/19,43248.29,581981.72,24.96,fee,Mobile App,F,no,failed,medium,ATM Withdrawal 75
Custom Service #9374,2025/02/26,-28882.05,484956.96,16.49,withdrawal,Branch,no,yes,completed,medium,ATM Withdrawal 488
Custom Document #9375,20250222,46836.68,625786.99,12.71,payment,Branch,yes,true,pending,high,Salary Deposit 894
Advanced Entry #9376,01/02/2026,"-7,235.89",286531.37,10.94,transfer,POS,T,,reversed,medium,Online Purchase 395
Custom Service #9377,20250223,-9963.99,282871.10,14.85,fee,Branch,não,False,reversed,high,Online Purchase 516
Enterprise Service #9378,04/06/2025,25065.41,789244.20,14.41,deposit,Web,True,não,pending,low,Salary Deposit 223
Basic Asset #9379,20250221,32874.79,"861,498.98",41.97,deposit,ATM,Y,Y,completed,medium,
Professional Document #9380,09/12/2025,2696.76,999454.86,45.49,payment,Mobile App,YES,F,reversed,high,ATM Withdrawal 151
Standard Record #9381,2025/07/15,-10954.40,121979.09,,withdrawal,Web,T,yes,completed,low,
Standard Resource #9382,20250515,"6,861.83","146,151.10",32.18,transfer,ATM,não,True,reversed,low,Bill Payment 901
Enterprise Resource #9383,2025/06/22,32203.75,440111.19,9.38,transfer,Mobile App,no,no,reversed,high,
Standard Entry #9384,2025/06/19,37772.82,370241.53,16.76,fee,Branch,False,no,failed,,
Premium Service #9385,20250902,45565.40,479159.12,27.64,deposit,Mobile App,Y,T,completed,medium,
Enterprise Resource #9386,20250217,-18324.51,"407,605.21",42.59,transfer,Mobile App,NO,no,pending,high,Online Purchase 462
Custom Service #9387,2025-01-10,"10,004.66",761563.59,1.33,withdrawal,ATM,yes,Y,pending,low,Salary Deposit 748
Professional Entry #9388,12/22/2025,-18291.46,484504.14,22.77,withdrawal,ATM,False,true,failed,low,Online Purchase 84
Premium Product #9389,2025-10-15,"-26,695.85",572917.63,23.63,withdrawal,ATM,YES,NO,completed,high,Salary Deposit 229
Custom Document #9390,2026/01/12,-8148.70,"686,431.13",27.90,payment,Mobile App,YES,yes,completed,high,ATM Withdrawal 27
Professional Service #9391,2025-08-12,"9,258.57","92,925.84",18.45,fee,ATM,False,Y,reversed,medium,
Premium Item #9392,20250425,-30476.79,37249.52,35.44,payment,Branch,não,YES,failed,low,
Professional Document #9393,2025-07-11,-30999.13,662.63,33.22,deposit,Branch,True,no,completed,low,
Enterprise Record #9394,08/09/2025,-45534.80,511941.46,30.79,transfer,Branch,T,yes,failed,low,Bill Payment 693
Premium Document #9395,07/16/2025,1184.72,557274.61,,fee,POS,não,YES,completed,high,Online Purchase 62
Premium Resource #9396,2025/12/24,"-5,497.09",257039.34,17.69,withdrawal,POS,false,False,failed,,
Advanced Entry #9397,11/10/2025,-2888.81,466498.29,,deposit,Branch,T,1,failed,low,Salary Deposit 896
Standard Resource #9398,2025/12/31,10822.98,566955.16,,withdrawal,POS,False,YES,completed,low,Bill Payment 526
Advanced Document #9399,20251023,"19,559.01",120773.98,,payment,ATM,true,False,completed,high,
Professional Record #9400,20251120,37856.21,"849,682.16",29.71,deposit,Branch,false,F,reversed,low,
Custom Record #9401,2025-03-06,-10018.03,689884.51,,payment,Mobile App,no,no,failed,high,Online Purchase 535
Professional Document #9402,2026/02/07,37765.79,944965.35,42.91,withdrawal,Mobile App,False,False,reversed,medium,Salary Deposit 794
Custom Record #9403,2025/09/10,37713.57,875697.43,25.53,transfer,Branch,F,True,failed,low,Bill Payment 708
Premium Document #9404,20250204,-44564.67,"89,292.84",32.71,fee,Mobile App,yes,False,failed,low,Bill Payment 487
Professional Entry #9405,2025/01/27,"19,716.62",847911.17,17.25,deposit,Web,F,Y,pending,medium,
Enterprise Asset #9406,03/05/2025,35699.26,112081.32,4.64,deposit,Web,yes,1,reversed,low,
Custom Record #9407,28/05/2025,"20,132.98",509835.16,36.37,fee,Branch,sim,True,failed,,
Standard Service #9408,04/07/2025,"-9,413.77",139184.79,3.53,withdrawal,Web,true,YES,completed,high,Salary Deposit 867
Professional Record #9409,08/07/2025,-34231.94,"266,088.31",34.78,transfer,Web,N,False,reversed,low,Online Purchase 739
Enterprise Asset #9410,2025/10/24,41688.45,825020.83,,payment,Mobile App,sim,não,failed,low,
Standard Item #9411,03/31/2025,38145.20,655611.66,46.82,transfer,Branch,no,false,failed,low,ATM Withdrawal 214
Professional Entry #9412,01/06/2026,560.65,540271.63,25.25,fee,Branch,0,Y,pending,low,Bill Payment 603
Professional Product #9413,20250113,-23658.83,916771.91,2.01,deposit,Web,N,no,reversed,low,
Enterprise Item #9414,2025-01-31,36317.07,"95,578.96",47.34,withdrawal,Branch,False,F,pending,low,
Professional Document #9415,13/06/2025,11834.60,"452,853.77",,payment,Mobile App,yes,false,pending,high,
Enterprise Resource #9416,07/04/2025,"-35,625.62",962498.05,16.94,deposit,POS,YES,,reversed,,Salary Deposit 903
Custom Item #9417,01/11/2026,"45,166.83",527268.06,29.84,deposit,POS,false,F,failed,low,
Basic Document #9418,05/24/2025,17025.92,878205.28,6.19,fee,Web,NO,N,failed,medium,
Standard Document #9419,06/12/2025,-42296.98,97848.13,29.37,withdrawal,Mobile App,N,True,reversed,low,
Advanced Asset #9420,27/05/2025,-31600.32,40720.50,16.26,payment,ATM,false,True,completed,high,Salary Deposit 81
Basic Asset #9421,20250929,-7960.49,820750.07,,transfer,Branch,0,sim,completed,low,
Basic Product #9422,2026-01-23,"17,718.10",491452.50,1.93,payment,POS,NO,Y,failed,high,Bill Payment 448
Basic Resource #9423,2025-12-20,-47332.07,"713,752.02",36.65,withdrawal,Branch,false,sim,reversed,low,Bill Payment 500
Premium Document #9424,2026-02-09,"-40,888.28","924,362.40",22.85,deposit,ATM,N,Y,failed,high,
Standard Item #9425,20250728,-20761.47,364435.08,4.44,transfer,Branch,no,F,pending,low,Bill Payment 81
Enterprise Asset #9426,2025-06-02,"12,243.83","854,765.77",44.83,payment,POS,F,0,pending,high,ATM Withdrawal 236
Professional Entry #9427,2025/11/05,28925.00,686927.82,7.26,transfer,Mobile App,1,True,completed,,
Advanced Asset #9428,20250922,"-48,929.78",483381.46,38.90,deposit,POS,N,Y,completed,medium,Online Purchase 249
Custom Asset #9429,20251102,-7415.39,911463.55,5.58,deposit,POS,T,yes,failed,high,
Professional Product #9430,2025-09-06,-38420.96,329333.55,37.00,payment,Web,True,False,completed,high,Bill Payment 181
Enterprise Product #9431,05/27/2025,-14073.14,"863,870.13",,transfer,Branch,1,,completed,medium,Online Purchase 24
Premium Document #9432,09/04/2025,"-24,444.91","695,918.93",11.10,withdrawal,POS,no,F,pending,medium,
Basic Product #9433,08/02/2025,-28042.43,227665.45,,deposit,POS,sim,False,failed,high,
Custom Service #9434,20250311,"2,918.62",569051.06,18.11,deposit,ATM,F,YES,completed,high,
Premium Asset #9435,06/08/2025,"-29,894.78",478282.27,43.02,deposit,Mobile App,yes,T,completed,low,
Professional Product #9436,2025/09/27,"14,953.18",211008.89,7.23,deposit,POS,não,Y,failed,medium,
Enterprise Record #9437,16/10/2025,48752.66,664306.67,28.95,deposit,ATM,YES,false,completed,medium,Bill Payment 106
Professional Item #9438,20260101,"23,749.60",932840.85,,deposit,POS,NO,F,pending,low,ATM Withdrawal 488
Custom Item #9439,2025-12-28,-33889.12,"911,347.75",11.03,transfer,Branch,sim,1,completed,,
Basic Resource #9440,2025/04/04,"-29,167.04",30317.60,20.69,deposit,Web,NO,,reversed,low,Online Purchase 780
Basic Resource #9441,2025/09/22,-14511.80,662476.63,9.44,deposit,POS,no,True,pending,medium,
Basic Document #9442,09/10/2025,-9203.92,503702.17,,deposit,Mobile App,no,YES,reversed,high,
Custom Record #9443,05/07/2025,-20195.36,"295,343.75",27.73,fee,ATM,False,Y,pending,medium,ATM Withdrawal 78
Premium Document #9444,16/10/2025,35956.14,339418.30,,transfer,Mobile App,1,F,completed,low,
Custom Product #9445,2026-01-06,4651.98,430948.84,12.02,payment,Branch,yes,N,completed,low,
Advanced Asset #9446,2025/09/01,"6,389.51",694677.96,1.43,payment,Mobile App,True,true,pending,medium,Salary Deposit 994
Basic Asset #9447,18/04/2025,-39918.48,306352.13,25.98,withdrawal,Mobile App,True,Y,completed,medium,Online Purchase 334
Enterprise Item #9448,2025-06-20,"-31,491.95","7,106.50",41.80,transfer,Branch,Y,true,reversed,high,Bill Payment 298
Advanced Record #9449,08/23/2025,-45906.82,"855,906.04",29.03,withdrawal,Mobile App,não,NO,failed,low,
Advanced Record #9450,11/20/2025,-36280.82,3598.32,47.41,deposit,Web,True,False,pending,low,
Custom Item #9451,2025/08/14,-26460.21,"802,023.48",10.29,deposit,Branch,false,True,reversed,high,
Custom Entry #9452,04/29/2025,-10521.28,297279.63,35.17,deposit,POS,N,0,failed,high,
Standard Asset #9453,07/28/2025,"18,396.79",627863.30,19.34,transfer,Mobile App,True,T,pending,high,Bill Payment 341
Enterprise Product #9454,2025/11/24,-43478.71,952039.26,9.36,deposit,POS,1,no,reversed,high,
Premium Record #9455,2025-10-22,-23414.02,387673.13,3.26,fee,Branch,false,N,failed,medium,
Basic Asset #9456,25/01/2025,-46091.06,948170.36,,withdrawal,POS,yes,yes,failed,low,
Custom Asset #9457,20250616,-4781.47,"730,381.65",21.20,deposit,POS,sim,true,failed,medium,
Standard Product #9458,2025-12-21,18197.44,502608.62,7.93,deposit,Branch,Y,yes,completed,medium,Bill Payment 672
Professional Product #9459,2025/01/10,44513.16,"618,683.19",,payment,POS,True,N,completed,medium,Bill Payment 611
Professional Asset #9460,2025/01/30,"24,243.69","21,658.03",,withdrawal,ATM,1,False,reversed,high,ATM Withdrawal 429
Enterprise Asset #9461,05/22/2025,-48836.60,569195.60,6.00,deposit,Branch,true,0,pending,high,Salary Deposit 764
Professional Entry #9462,01/29/2025,39688.65,516157.68,37.44,payment,Web,0,False,completed,low,ATM Withdrawal 714
Basic Document #9463,03/10/2025,"-27,877.87",472843.66,13.00,withdrawal,POS,1,true,reversed,high,ATM Withdrawal 567
Custom Product #9464,10/05/2025,-26045.54,"623,472.37",33.36,payment,Mobile App,0,,reversed,low,Salary Deposit 401
Enterprise Product #9465,2026-01-22,18226.73,617306.39,17.23,fee,Web,não,yes,failed,low,ATM Withdrawal 501
Basic Product #9466,11/04/2025,38230.02,73454.50,,payment,Web,sim,False,failed,high,Online Purchase 643
Professional Product #9467,20251008,"48,512.60",257515.31,2.24,transfer,Mobile App,não,yes,completed,medium,Salary Deposit 664
Professional Record #9468,14/12/2025,"2,001.74",433828.05,,fee,ATM,NO,,pending,high,Bill Payment 644
Advanced Document #9469,09/13/2025,48623.83,"27,269.03",3.60,withdrawal,ATM,NO,,completed,low,
Professional Service #9470,20250303,10914.71,584461.90,40.28,deposit,Web,N,,completed,low,
Premium Entry #9471,20250118,-43700.21,649177.41,,payment,ATM,YES,false,reversed,high,Salary Deposit 743
Professional Document #9472,05/29/2025,6760.15,386944.41,43.99,withdrawal,Mobile App,false,1,pending,low,
Standard Resource #9473,08/03/2025,"-41,117.71",173153.92,5.85,transfer,POS,false,N,pending,low,Salary Deposit 215
Professional Service #9474,2026-01-11,29941.19,498291.34,34.63,deposit,Branch,0,1,pending,medium,
Basic Document #9475,01/24/2026,-20577.33,651374.35,,payment,Web,1,T,completed,high,Bill Payment 998
Enterprise Service #9476,08/17/2025,9640.88,"519,571.65",28.98,withdrawal,ATM,True,YES,pending,low,Bill Payment 569
Basic Record #9477,13/08/2025,37842.50,"682,564.28",,transfer,Web,no,sim,reversed,high,Salary Deposit 662
Advanced Entry #9478,20250703,44017.39,655609.37,,fee,ATM,F,yes,completed,high,ATM Withdrawal 938
Standard Service #9479,2025/07/20,18038.73,"606,298.89",26.74,deposit,ATM,yes,,pending,,Online Purchase 288
Custom Document #9480,2026-01-12,-38890.41,125734.00,48.03,transfer,Web,1,false,pending,low,
Standard Record #9481,22/01/2025,-29202.82,"548,639.77",1.81,fee,Branch,False,NO,failed,medium,
Custom Asset #9482,2025/05/13,-7440.00,550038.90,,payment,Web,NO,NO,reversed,low,Bill Payment 956
Advanced Record #9483,20260124,21143.71,596327.33,,payment,Mobile App,NO,T,failed,high,Online Purchase 358
Basic Record #9484,2025-08-19,24116.85,963728.08,13.67,transfer,ATM,sim,T,failed,high,Bill Payment 265
Advanced Entry #9485,20250915,"5,287.28",639087.38,45.67,withdrawal,ATM,1,False,completed,medium,Bill Payment 168
Standard Product #9486,20250805,-2688.11,506373.02,,transfer,ATM,0,no,reversed,medium,Bill Payment 755
Professional Resource #9487,21/12/2025,"34,562.49",615317.22,,transfer,Web,0,yes,pending,,Online Purchase 586
Standard Document #9488,2026/01/03,"15,738.14",471232.33,,withdrawal,Web,NO,N,pending,,Online Purchase 942
Advanced Resource #9489,11/25/2025,-44813.11,"965,084.08",49.57,fee,POS,N,0,reversed,high,ATM Withdrawal 635
Premium Resource #9490,29/07/2025,-7993.36,261976.35,47.88,transfer,POS,N,YES,failed,high,Online Purchase 595
Enterprise Entry #9491,20251117,"24,836.73",346424.33,32.00,transfer,Branch,N,N,completed,medium,Bill Payment 27
Professional Asset #9492,01/31/2026,11695.87,815649.83,,fee,Mobile App,0,1,failed,medium,Online Purchase 184
Premium Asset #9493,20250805,-11125.59,375605.78,20.02,payment,ATM,Y,N,pending,low,
Enterprise Record #9494,20250703,"-35,939.33",796550.28,33.51,payment,Branch,N,YES,pending,low,
Advanced Entry #9495,20250915,"-31,660.48",116224.56,4.92,payment,ATM,no,False,pending,,ATM Withdrawal 970
Enterprise Document #9496,2025-03-03,-4692.65,400786.75,6.12,fee,POS,sim,False,reversed,low,Salary Deposit 906
Premium Service #9497,2025/04/18,8931.59,"562,970.49",36.29,transfer,Branch,F,YES,completed,,
Advanced Resource #9498,2025/01/20,-25834.99,"370,053.60",45.20,withdrawal,ATM,não,F,failed,medium,
Custom Entry #9499,2026/01/31,-19545.03,857906.16,46.01,transfer,Branch,T,0,failed,medium,
Professional Asset #9500,08/01/2025,"44,652.52",506898.74,10.87,deposit,Branch,0,True,completed,medium,
Professional Asset #9501,2025-12-31,8148.85,58261.07,5.86,fee,Web,no,T,reversed,low,
Advanced Product #9502,2025-03-18,37581.68,"780,753.77",2.93,transfer,Web,no,yes,reversed,,
Advanced Item #9503,2025-04-29,"47,664.51",708110.63,10.72,transfer,POS,não,false,reversed,low,ATM Withdrawal 856
Enterprise Product #9504,11/26/2025,-24761.83,246000.64,33.23,payment,Mobile App,0,1,failed,low,
Advanced Product #9505,2025-04-01,45164.39,643252.31,38.88,transfer,POS,Y,True,reversed,medium,ATM Withdrawal 619
Premium Item #9506,02/18/2025,"15,799.05","680,029.93",,fee,ATM,True,F,failed,high,Bill Payment 988
Advanced Service #9507,2025/10/28,-5418.39,"809,293.29",,fee,Web,True,não,completed,,Bill Payment 438
Custom Product #9508,2025-04-19,"34,890.98",622598.86,13.06,deposit,POS,no,true,completed,medium,Online Purchase 211
Enterprise Resource #9509,12/09/2025,26227.24,418229.45,15.36,withdrawal,ATM,F,yes,completed,high,Bill Payment 157
Professional Document #9510,2025/04/07,8441.74,951555.12,34.67,fee,Mobile App,no,N,reversed,high,ATM Withdrawal 98
Enterprise Record #9511,18/04/2025,-30481.77,669733.24,27.84,deposit,Branch,NO,Y,failed,low,
Basic Item #9512,2025/11/08,-36616.07,350091.08,46.75,withdrawal,ATM,não,True,reversed,,
Basic Asset #9513,23/12/2025,-14624.09,"973,243.90",,payment,Branch,N,0,completed,,
Advanced Document #9514,2025/10/18,-46080.20,930910.75,20.75,transfer,Branch,no,,completed,medium,
Standard Resource #9515,20260213,"37,774.40",586392.19,9.60,transfer,Branch,T,False,reversed,low,ATM Withdrawal 874
Custom Entry #9516,01/04/2025,-9555.13,"197,184.27",,fee,POS,True,NO,pending,high,Online Purchase 330
Basic Service #9517,10/26/2025,"-45,864.32","566,975.34",23.81,transfer,Branch,no,1,reversed,medium,
Enterprise Asset #9518,20250630,"-42,770.98",863701.73,40.77,payment,ATM,sim,sim,completed,low,ATM Withdrawal 820
Premium Resource #9519,2025-12-14,"37,265.99",576873.34,5.93,withdrawal,Mobile App,N,yes,reversed,high,
Premium Record #9520,02/28/2025,-16918.64,634778.87,43.07,transfer,Web,não,NO,failed,low,Bill Payment 179
Custom Resource #9521,2026-01-01,-2420.24,106238.88,0.14,fee,Mobile App,Y,,completed,medium,Online Purchase 640
Basic Entry #9522,20250322,13302.27,493604.01,39.14,payment,Branch,yes,false,failed,low,Salary Deposit 154
Professional Entry #9523,20251028,"-9,758.44","133,042.89",30.03,payment,Branch,1,YES,reversed,high,ATM Withdrawal 188
Professional Resource #9524,12/01/2026,33437.81,"441,402.96",12.28,payment,Branch,F,False,failed,low,Online Purchase 683
Basic Document #9525,2025/02/19,-27826.01,"935,482.94",19.61,deposit,Mobile App,False,F,pending,high,Online Purchase 573
Professional Resource #9526,2025-02-24,-42132.73,307368.73,,payment,Mobile App,0,T,failed,medium,
Basic Asset #9527,20251102,-10503.93,764563.22,,withdrawal,Web,no,1,pending,low,Online Purchase 511
Advanced Document #9528,2025-06-08,40855.52,257613.64,30.75,deposit,ATM,T,,completed,medium,
Custom Service #9529,29/06/2025,"49,281.23","206,752.44",,deposit,Mobile App,False,False,pending,high,
Professional Product #9530,2026/02/04,"-21,946.22",73249.26,,fee,Branch,sim,YES,reversed,low,ATM Withdrawal 817
Premium Service #9531,2025-09-30,-46566.88,554483.69,19.18,payment,POS,0,no,reversed,high,
Premium Record #9532,2025/04/14,-46406.61,303008.55,21.64,withdrawal,ATM,1,sim,completed,high,
Advanced Product #9533,04/19/2025,39000.65,455854.39,5.01,deposit,ATM,Y,N,reversed,medium,
Premium Resource #9534,2025-10-04,-10163.70,"13,198.66",29.20,fee,POS,N,YES,completed,low,
Standard Service #9535,2025-04-20,-44727.04,"480,033.54",28.77,payment,Branch,yes,Y,failed,,Bill Payment 640
Basic Product #9536,02/01/2026,-16016.32,191174.13,33.43,payment,Web,no,yes,completed,medium,Online Purchase 891
Enterprise Document #9537,2025/01/07,17542.66,34300.75,43.14,fee,Mobile App,Y,yes,reversed,low,ATM Withdrawal 400
Standard Resource #9538,2025/03/22,"35,591.50",320621.11,40.34,fee,POS,True,True,pending,medium,
Premium Document #9539,27/02/2025,-27492.05,"687,868.52",29.97,fee,POS,YES,,reversed,high,ATM Withdrawal 271
Professional Product #9540,05/07/2025,"-35,725.80",413971.47,45.26,fee,ATM,Y,T,pending,high,Salary Deposit 565
Advanced Document #9541,05/01/2026,47900.21,901139.92,47.99,fee,POS,YES,False,reversed,low,Online Purchase 808
Enterprise Document #9542,2025-03-08,-44477.49,207610.32,,deposit,ATM,no,1,reversed,low,ATM Withdrawal 780
Standard Entry #9543,20251226,6338.19,516764.42,48.78,deposit,POS,1,true,completed,high,Online Purchase 465
Basic Asset #9544,20250304,"30,192.42",848592.54,38.20,fee,Web,Y,Y,pending,,
Standard Asset #9545,04/07/2025,36945.21,"901,349.04",22.00,payment,Mobile App,NO,F,failed,high,Bill Payment 486
Enterprise Record #9546,2025-01-03,"-18,901.67",804510.55,36.40,payment,ATM,0,N,pending,,Bill Payment 887
Enterprise Asset #9547,20250630,17521.06,762503.96,32.11,fee,Web,não,True,pending,high,
Enterprise Entry #9548,16/07/2025,-38916.25,629346.94,10.42,fee,Mobile App,0,False,pending,medium,Salary Deposit 67
Custom Service #9549,10/21/2025,-6700.70,"732,640.44",44.73,transfer,Branch,Y,sim,failed,medium,
Professional Service #9550,2025-04-06,-39005.82,94742.83,5.37,transfer,Mobile App,0,N,pending,high,Bill Payment 230
Standard Product #9551,2026/01/24,-22012.24,"831,458.00",36.74,transfer,ATM,NO,1,reversed,,ATM Withdrawal 72
Professional Product #9552,10/09/2025,"29,747.91",76080.69,45.97,withdrawal,Mobile App,não,1,reversed,low,Online Purchase 689
Premium Service #9553,02/27/2025,"14,126.57",214475.47,,withdrawal,ATM,False,T,completed,medium,Bill Payment 283
Professional Service #9554,2025/12/23,46832.90,73088.77,,fee,POS,False,true,completed,medium,ATM Withdrawal 672
Professional Entry #9555,20251127,-25340.23,236603.90,,fee,Web,não,não,failed,medium,
Basic Entry #9556,2025-03-05,27167.51,438936.25,23.76,payment,POS,false,1,failed,high,Online Purchase 925
Advanced Product #9557,05/14/2025,15707.46,236134.45,44.56,transfer,ATM,NO,NO,completed,high,Salary Deposit 335
Premium Item #9558,20251010,4344.52,"949,559.33",25.95,fee,Web,0,0,pending,,
Enterprise Record #9559,12/24/2025,-26210.20,"799,962.73",28.46,deposit,Branch,NO,0,completed,medium,ATM Withdrawal 986
Professional Document #9560,20250731,35411.63,11060.31,5.98,payment,ATM,YES,yes,pending,medium,
Basic Product #9561,20250718,-3109.08,"545,401.73",6.63,transfer,Mobile App,Y,T,completed,medium,
Premium Item #9562,20250308,-42578.97,159501.72,14.68,payment,ATM,Y,T,reversed,low,
Premium Resource #9563,12/28/2025,"-3,139.87",605486.72,12.04,withdrawal,ATM,false,1,completed,high,Online Purchase 202
Standard Resource #9564,02/05/2026,"-34,999.19",513661.85,15.90,payment,ATM,F,True,pending,medium,
Professional Resource #9565,2025/10/24,"-24,111.80",38844.50,10.24,deposit,Mobile App,YES,NO,pending,low,
Enterprise Item #9566,20250629,21019.67,204261.39,,transfer,Web,N,1,reversed,low,Bill Payment 851
Enterprise Service #9567,04/15/2025,"5,179.78",299360.32,25.61,fee,Branch,N,false,reversed,high,
Custom Service #9568,2026/01/26,-41803.57,125901.19,19.35,transfer,Mobile App,1,1,failed,medium,
Professional Asset #9569,07/07/2025,7057.96,528139.41,20.85,fee,Branch,yes,Y,completed,low,Salary Deposit 310
Standard Service #9570,04/03/2025,"42,992.90","833,129.70",21.32,payment,POS,YES,yes,failed,low,Bill Payment 55
Standard Service #9571,30/12/2025,-37534.41,527907.01,34.82,withdrawal,POS,YES,NO,failed,low,ATM Withdrawal 660
Custom Service #9572,20250426,7789.81,359372.59,22.49,withdrawal,Web,Y,T,pending,medium,Salary Deposit 671
Professional Record #9573,20/01/2025,-31480.29,483939.34,38.17,fee,ATM,F,não,completed,,
Basic Product #9574,10/12/2025,"15,008.73",880730.42,0.58,transfer,Web,False,YES,completed,medium,
Enterprise Resource #9575,20251123,-29401.36,"93,155.94",11.75,payment,Web,false,T,pending,high,Salary Deposit 609
Enterprise Asset #9576,20250928,"-40,069.64",5092.90,18.10,payment,Web,não,Y,reversed,medium,ATM Withdrawal 600
Custom Item #9577,18/12/2025,-23141.46,483172.90,6.39,withdrawal,Branch,False,False,reversed,medium,Online Purchase 533
Professional Service #9578,12/10/2025,20101.48,80369.89,8.62,fee,POS,NO,1,failed,low,
Advanced Item #9579,20260205,6086.22,682992.64,33.51,transfer,Mobile App,yes,NO,failed,medium,Online Purchase 416
Basic Resource #9580,05/02/2026,19467.46,"334,928.96",7.21,withdrawal,ATM,YES,true,reversed,medium,Bill Payment 329
Advanced Entry #9581,20250127,-24109.85,409849.94,25.86,payment,Web,T,0,reversed,high,Bill Payment 509
Premium Resource #9582,2025/01/06,13167.34,656415.27,,fee,POS,False,T,completed,high,ATM Withdrawal 730
Basic Product #9583,2025/04/29,-11323.52,384433.40,,transfer,Mobile App,no,False,completed,high,ATM Withdrawal 899
Custom Resource #9584,2025-04-19,"40,870.62","773,618.24",26.58,payment,Web,não,não,completed,medium,
Basic Entry #9585,24/09/2025,32111.90,323034.61,10.60,transfer,Branch,sim,no,pending,low,Salary Deposit 972
Advanced Document #9586,10/10/2025,-29770.44,"667,508.17",43.99,withdrawal,Web,não,NO,failed,,
Custom Item #9587,18/04/2025,-8926.00,"816,493.89",10.14,fee,Web,yes,F,failed,low,Salary Deposit 403
Enterprise Item #9588,2025-09-05,"-22,564.43",170654.97,21.31,payment,ATM,True,true,failed,medium,ATM Withdrawal 905
Basic Entry #9589,20250407,11216.36,994995.09,26.62,payment,Mobile App,T,False,completed,medium,Bill Payment 170
Custom Record #9590,20250126,-47632.43,73940.45,25.30,payment,Mobile App,NO,T,completed,medium,ATM Withdrawal 385
Custom Product #9591,20250302,"-42,891.66",938510.46,,payment,ATM,False,,reversed,medium,ATM Withdrawal 886
Premium Asset #9592,2025/05/11,930.73,4781.33,23.11,deposit,Web,não,false,pending,low,ATM Withdrawal 374
Basic Product #9593,01/08/2026,36064.08,444234.20,20.43,fee,POS,0,N,completed,high,Online Purchase 280
Premium Entry #9594,20250811,4822.55,459506.29,,deposit,ATM,1,yes,completed,medium,ATM Withdrawal 318
Standard Record #9595,06/22/2025,"-24,365.36",716896.57,25.83,fee,Web,não,não,completed,medium,
Standard Resource #9596,10/17/2025,"-35,367.61",610824.95,,transfer,POS,True,sim,pending,high,Online Purchase 107
Custom Service #9597,2025-07-15,21768.42,"806,689.92",37.34,deposit,Mobile App,YES,False,pending,medium,Salary Deposit 379
Enterprise Item #9598,20251120,"13,913.47",993376.34,43.22,payment,Mobile App,não,False,failed,low,
Professional Resource #9599,08/04/2025,4851.38,"550,058.94",48.43,fee,Branch,0,YES,pending,high,Bill Payment 841
Basic Product #9600,2025-12-26,32843.89,"955,117.20",6.17,withdrawal,Mobile App,Y,1,failed,high,ATM Withdrawal 565
Standard Resource #9601,03/08/2025,"46,202.13","536,916.33",19.23,payment,POS,T,no,completed,high,
Professional Asset #9602,2025/08/12,19749.07,"47,011.26",16.41,deposit,Mobile App,yes,1,completed,high,Salary Deposit 537
Premium Resource #9603,2025-10-19,1398.95,757510.49,21.60,payment,POS,True,Y,reversed,,
Advanced Item #9604,31/01/2026,1043.21,74008.47,,transfer,Mobile App,yes,1,completed,high,Bill Payment 731
Custom Document #9605,08/16/2025,-27241.16,847599.89,12.37,payment,Branch,N,no,failed,low,
Advanced Document #9606,20250220,"-23,196.18",963433.37,37.57,transfer,ATM,0,no,failed,low,Bill Payment 422
Professional Document #9607,2025/05/25,-22163.44,807492.02,9.39,fee,Mobile App,N,não,pending,low,Online Purchase 585
Premium Entry #9608,2025/12/28,28510.73,490324.40,,deposit,Mobile App,T,não,completed,low,Online Purchase 395
Custom Document #9609,20250106,-26240.73,603973.03,,payment,Mobile App,true,sim,failed,medium,Salary Deposit 128
